goldcool, 268,5,
23132,1,0,6,3,
23134,5,60,0,3,
23135,5,60,0,3,
29141,1,10,0,3,
29142,1,20,0,3,
29143,1,30,0,3,
29144,1,40,0,3,
29145,50,1,0,2,
29146,50,1,0,2,
29147,50,2,0,2,
29148,50,4,0,2,
29149,50,8,0,2,
29150,50,2,0,2,
29151,50,3,0,2,
29152,50,3,0,2,
29153,50,10,0,2,
29154,50,20,0,2,
29155,1,30,0,3,
29156,1,60,0,3,
29157,1,90,0,3,
29158,1,120,0,3,
29159,1,150,0,3,
29160,1,180,0,3,
29161,1,210,0,3,
29162,1,240,0,3,
29163,1,270,0,3,
29164,1,300,0,3,
29101,50,1,0,2,
29102,50,1,0,2,
29103,50,1,0,2,
29104,50,1,0,2,
29105,50,2,0,2,
29106,50,2,0,2,
29107,50,3,0,2,
29108,50,3,0,2,
29109,50,10,0,2,
29110,50,20,0,2,
29111,50,1,0,2,
29112,50,1,0,2,
29113,50,1,0,2,
29114,50,1,0,2,
29115,50,2,0,2,
29116,50,2,0,2,
29117,50,3,0,2,
29118,50,3,0,2,
29119,50,10,0,2,
29120,50,20,0,2,
29121,50,1,0,2,
29122,50,1,0,2,
29123,50,1,0,2,
29124,50,1,0,2,
29125,50,2,0,2,
29126,50,2,0,2,
29127,50,3,0,2,
29128,50,3,0,2,
29129,50,10,0,2,
29130,50,20,0,2,
27025,1,1200,0,3,
27026,1,1200,0,3,
27027,1,1200,0,3,
27028,1,1200,0,3,
27029,1,1200,0,3,
27030,1,1200,0,3,
27031,1,1200,0,3,
27032,1,1200,0,3,
27033,1,1200,0,3,
27034,1,1200,0,3,
27035,1,1200,0,3,
27036,1,1200,0,3,
27037,1,2500,0,3,
27038,1,2500,0,3,
27039,1,2500,0,3,
27040,1,2500,0,3,
27041,1,2500,0,3,
27042,1,2500,0,3,
27043,1,2500,0,3,
27044,1,2500,0,3,
27045,1,2500,0,3,
27046,1,2500,0,3,
27047,1,2500,0,3,
27048,1,2500,0,3,
8001,1,100,0,1,
8002,1,200,0,1,
8003,1,300,0,1,
8004,1,400,0,1,
8005,1,500,1,1,
8006,1,500,2,1,
8007,1,500,3,1,
8008,1,500,4,1,
8009,1,500,5,1,
8010,1,500,6,1,
401,1,100,0,2,
402,1,100,0,2,
403,1,100,0,2,
404,1,100,0,2,
405,1,100,0,2,
406,1,100,0,2,
407,1,100,0,2,
408,1,100,0,2,
409,1,100,0,2,
410,1,100,0,2,
411,1,100,0,2,
412,1,100,0,2,
413,1,100,0,2,
414,1,100,0,2,
415,1,100,0,2,
416,1,100,0,2,
417,1,100,0,2,
418,1,100,0,2,
419,1,100,0,2,
420,1,100,0,2,
421,1,100,0,2,
422,1,100,0,2,
423,1,100,0,2,
424,1,100,0,2,
425,1,100,0,2,
426,1,100,0,2,
501,1,20,0,1,
502,1,30,0,1,
503,1,50,0,1,
504,1,80,0,1,
505,1,120,0,1,
506,1,200,0,1,
507,1,200,1,1,
508,1,200,2,1,
509,1,200,3,1,
510,1,200,4,1,
511,1,20,0,1,
512,1,30,0,1,
513,1,50,0,1,
514,1,80,0,1,
515,1,120,0,1,
516,1,200,0,1,
517,1,200,1,1,
518,1,200,2,1,
519,1,200,3,1,
520,1,200,4,1,
21501,1,20,0,3,
21502,1,40,0,3,
21503,1,60,0,3,
21504,1,80,0,3,
21505,1,100,0,3,
21506,1,150,0,3,
21514,1,100,1,3,
21515,1,100,2,3,
21516,1,100,3,3,
21517,1,100,4, 3 

