goldcool, 485,6,
"顺天郎",3084,3,0,5052,0,
"狮子精",3085,3,0,5060,0,
"七星瓢虫",3086,3,0,5058,0,
"山寨王",3087,3,0,5072,0,
"冤魂",3088,3,0,5080,0,
"有来",3089,3,0,5065,0,
"无去",3090,3,0,5061,0,
"巨鹰",3091,3,0,5044,0,
"雨师",3092,3,0,5088,0,
"河神",3093,3,0,5081,0,
"战斗哪吒",3094,3,0,5084,0,
"哪吒",3095,3,0,5083,0,
"荷叶童子",3096,3,0,5049,0,
"湖仙",3097,3,0,5082,0,
"太乙真人",3098,3,0,5085,0,
"神医",3099,3,0,3001,0,
"药童",3100,3,0,3085,0,
"牛头",3101,3,0,5057,0,
"马面",3102,3,0,5055,0,
"福神",3103,3,0,3069,0,
"财神",3104,3,0,3065,0,
"衰神",3105,3,0,3078,0,
"穷神",3106,3,0,3076,0,
"土地公公(秋色森林)",3107,3,0,5086,0,
"猪猪怪(幽幽小径)",3108,3,0,5010,0,
"传送青蛙",3109,3,0,3002,0,
"师徒NPC(灵霄城)",3110,3,0,3077,0,
"兄弟NPC(灵霄城)",3111,3,0,3109,0,
"月老(灵霄城)",3112,3,0,3087,0,
"打卡员(灵霄城)",3113,3,0,3093,0,
"红娘(灵霄城)",3114,3,0,3001,0,
"老管家",3115,3,0,3001,0,
"仆人",3116,3,0,3001,0,
"屠夫",3117,3,0,3001,0,
"宁采臣",3118,3,0,3001,0,
"引路人",3119,3,0,3001,0,
"判官",3120,3,0,3001,0,
"地狱小鬼",3121,3,0,3001,0,
"受难的小偷",3122,3,0,3001,0,
"锄头妖怪",3123,3,0,5110,0,
"二层地狱武官",3124,3,0,5122,0,
"龙王公主",3125,3,0,3001,0,
"海螺卫士",3126,3,0,3001,0,
"水母卫士",3127,3,0,3001,0,
"翠儿姑娘",3128,3,0,3001,0,
"黑风妖怪",3129,3,0,5095,0,
"妖魔姥姥",3130,3,0,5115,0,
"天牛怪",3131,3,0,5103,0,
"天牛大王",3132,3,0,5102,0,
"蝗虫精",3133,3,0,5096,0,
"吸血虫",3134,3,0,5108,0,
"县官",3135,3,0,3001,0,
"瘦小的青年",3136,3,0,3001,0,
"虚弱的妇女",3137,3,0,3001,0,
"猫妖",3138,3,0,5101,0,
"秃鹫精",3139,3,0,5104,0,
"黄沙精",3140,3,0,5098,0,
"仙人掌精",3141,3,0,5106,0,
"白象精",3142,3,0,5091,0,
"甲虫王",3143,3,0,5099,0,
"霹雳大仙",3144,3,0,5120,0,
"沉香",3145,3,0,5117,0,
"三圣母",3146,3,0,3001,0,
"杨戬",3147,3,0,5118,0,
"笑天犬",3148,3,0,5121,0,
"风伯",3149,3,0,3001,0,
"铁拐李",3150,3,0,3001,0,
"何仙姑",3151,3,0,3001,0,
"济公",3152,3,0,3001,0,
"地支神子",3153,3,0,5113,0,
"地支神丑",3154,3,0,3001,0,
"灶神",3155,3,0,3001,0,
"陈天心",3156,3,0,3027,0,
"士兵(甲)",3157,3,0,3021,0,
"士兵(乙)",3158,3,0,3021,0,
"地狱小鬼(甲)",3159,3,0,5006,0,
"王福员3160",3160,3,0,5028,0,
"小妖怪2号",3161,3,0,3121,0,
"高玉兰3162",3162,3,0,5069,0,
"赵总兵",3163,3,0,3022,0,
"云游商人",3164,3,0,3020,0,
"姑娘(怪物)",3165,3,0,3042,0,
"前任山寨王",3166,3,0,5105,0,
"巨蚌精",3167,3,0,5016,0,
"僵尸",3168,3,0,5030,0,
"小倩的鬼魂",3169,3,0,5029,0,
"村民(新手村甲)",3170,3,0,3034,0,
"商人(灵霄城)",3171,3,0,3051,0,
"姑娘(新手村)",3172,3,0,3011,0,
"被袭击的村民",3173,3,0,3034,0,
"饥饿的母狼",3174,3,0,5090,0,
"客栈掌柜(灵霄城)",3175,3,0,3016,0,
"姑娘1(灵霄城)",3176,3,0,3042,0,
"姑娘2(灵霄城)",3177,3,0,3042,0,
"贵族男(灵霄城)",3178,3,0,3040,0,
"大婶(灵霄城)",3179,3,0,3036,0,
"我比石头还小",3180,3,0,3028,0,
"钱小皮",3181,3,0,3027,0,
"铁匠的妈",3182,3,0,3018,0,
"黄馨(仙女)",3183,3,0,3068,0,
"恶匪",3184,3,0,5073,0,
"懒大头",3185,3,0,3081,0,
"偷懒的士兵枪",3186,3,0,3082,0,
"王老三",3187,3,0,3075,0,
"巡捕1",3188,3,0,5077,0,
"陈老太",3189,3,0,3018,0,
"李巡捕",3190,3,0,5077,0,
"屠千叨",3191,3,0,3001,0,
"郎中",3192,3,0,3001,0,
"母亲的鬼魂",3193,3,0,5027,0,
"高老伯",3194,3,0,3017,0,
"高憧憧",3195,3,0,5070,0,
"高老庄樵夫",3196,3,0,3088,0,
"梅(狼山)",3197,3,0,5062,0,
"妇女(高老庄)",3198,3,0,3036,0,
"杂货商(高老庄)",3199,3,0,3004,0,
"包子贩(高老庄)",3200,3,0,3090,0,
"乞丐(高老庄)",3201,3,0,3075,0,
"贵族男(高老庄)",3202,3,0,3009,0,
"可爱的小女孩(陈塘关)",3203,3,0,3028,0,
"渔民",3204,3,0,3001,0,
"妖艳的女子(灵霄城)",3205,3,0,3086,0,
"巫婆(陈塘关)",3206,3,0,5069,0,
"商人(陈塘关外)",3207,3,0,3020,0,
"马老板(陈塘关)",3208,3,0,3014,0,
"高县令",3209,3,0,3031,0,
"狼王精(冤魂洞)",3210,3,0,5052,0,
"梅(冤魂洞)",3211,3,0,5062,0,
"猪的鬼魂",3212,3,0,5027,0,
"冤魂王",3213,3,0,5080,0,
"冤灵",3214,3,0,5027,0,
"围狼的野鬼",3215,3,0,5026,0,
"冰儿",3216,3,0,5029,0,
"老妖巢小倩",3217,3,0,5029,0,
"土地公公",3218,3,0,5086,0,
"尹天霸",3219,3,0,5071,0,
"宋九十",3220,3,0,5028,0,
"地狱小鬼(地狱入口)",3221,3,0,5006,0,
"福神",3222,3,0,3069,0,
"小妖怪1号",3223,3,0,5006,0,
"张果老",3224,3,0,5006,0,
"蒙面强盗",3225,3,0,5067,0,
"金不换(黑风岭)",3226,3,0,5075,0,
"劫狱土匪",3227,3,0,5075,0,
"边关士兵",3228,3,0,3021,0,
"黑风头领(银鹤关)",3229,3,0,5071,0,
"黑风头领(金鹤关)",3230,3,0,5071,0,
"村民(新手村甲)",3231,3,0,3034,0,
"村民(新手村甲)",3232,3,0,3017,0,
"妇女(新手村甲)",3233,3,0,3068,0,
"杂货商",3234,3,0,3004,0,
"嬉戏的小孩",3235,3,0,3074,0,
"店小二(陈塘关)",3236,3,0,3038,0,
"布店老板(陈塘关)",3237,3,0,3039,0,
"商人(陈塘关)",3238,3,0,3020,0,
"乞丐(陈塘关)",3239,3,0,3075,0,
"客人(陈塘关)",3240,3,0,3040,0,
"贵族女(陈塘关)",3241,3,0,3010,0,
"士兵枪(陈塘关)",3242,3,0,3022,0,
"士兵刀(陈塘关)",3243,3,0,3021,0,
"姑娘1(高老庄)",3244,3,0,3042,0,
"姑娘2(高老庄)",3245,3,0,3042,0,
"客栈掌柜(高老庄)",3246,3,0,3016,0,
"铁匠(高老庄)",3247,3,0,3025,0,
"商人(高老庄)",3248,3,0,3020,0,
"小孩",3249,3,0,3027,0,
"柳树精",3250,3,0,5017,0,
"黑风山贼(黑风岭)",3251,3,0,5071,0,
"黑风山贼(黑风岭)",3252,3,0,5071,0,
"特效1",3253,3,0,3001,0,
"特效2",3254,3,0,3001,0,
"特效3",3255,3,0,3001,0,
"蜻蜓 ",5001,4,0,5005,0,
"甲虫 ",5002,4,0,5004,0,
"小野猪 ",5003,4,0,5007,0,
"狼",5004,4,0,5045,0,
"母狼(BOSS)",5005,5,0,5045,0,
"猪猪怪(BOSS)",5006,5,0,5010,0,
"猪猪怪",5007,4,0,5010,0,
"野猪头领(BOSS)",5008,5,0,5047,0,
"幼豹 ",5009,4,0,5008,0,
"小妖怪(BOSS)",5010,5,0,5006,0,
"小妖怪 ",5011,4,0,5006,0,
"迷路小孩",5012,3,0,5070,0,
"孤魂王(BOSS)",5013,5,0,5027,0,
"野鬼王(BOSS)",5014,5,0,5030,0,
"孤魂",5015,4,0,5027,0,
"野鬼",5016,4,0,5030,0,
"山贼 ",5017,4,0,5023,0,
"黑风山贼",5018,4,0,5023,0,
"训兽师 ",5019,4,0,5076,0,
"银鹤关头领(BOSS)",5020,5,0,5071,0,
"黑风山贼头领 ",5021,4,0,5071,0,
"山寨王(BOSS)",5022,5,0,5072,0,
"小偷",5023,4,0,5022,0,
"刺客(BOSS)",5024,5,0,5067,0,
"强盗",5025,4,0,5067,0,
"土匪 ",5026,4,0,5073,0,
"金不换(BOSS)",5027,5,0,5075,0,
"土匪头领 ",5028,4,0,5075,0,
"文美美(BOSS)",5029,5,0,5074,0,
"黑风老妖(BOSS)",5030,5,0,5068,0,
"妖魔道士(后期用)",5031,4,0,5068,0,
"赌场小工(BOSS)",5032,5,0,5001,0,
"赌场老板(BOSS)",5033,5,0,5021,0,
"草精 ",5034,4,0,5013,0,
"大青虫 ",5035,4,0,5002,0,
"壁虎 ",5036,4,0,5001,0,
"花妖 ",5037,4,0,5015,0,
"树精 ",5038,4,0,5019,0,
"柳树怪(BOSS)",5039,5,0,5017,0,
"桃树怪(BOSS)",5040,5,0,5020,0,
"蜘蛛精 ",5041,4,0,5009,0,
"蜘蛛小妖(BOSS)",5042,5,0,5009,0,
"蜘蛛老妖(BOSS)",5043,5,0,5003,0,
"黑蜘蛛精",5044,4,0,5003,0,
"碧云童子(BOSS)",5045,5,0,5011,0,
"碧云童子(后期怪物)",5046,4,0,5011,0,
"彩云童子(BOSS)",5047,5,0,5012,0,
"彩云童子(后期怪物)",5048,4,0,5012,0,
"石矶娘娘(BOSS)",5049,5,0,5018,0,
"饿鬼 ",5050,4,0,5026,0,
"受难者 ",5051,4,0,5028,0,
"持锅妖怪(BOSS)",5052,5,0,5024,0,
"持锅妖怪 ",5053,4,0,5024,0,
"地狱武官(BOSS)",5054,5,0,5025,0,
"黑熊精(BOSS)",5055,5,0,5014,0,
"巨蚌精(BOSS)",5056,5,0,5016,0,
"敖光(BOSS)",5057,5,0,5031,0,
"衙门巡捕(BOSS)",5058,5,0,5077,0,
"衙门巡捕",5059,4,0,5077,0,
"妇女",5060,4,0,5001,0,
"老婆婆",5061,4,0,5069,0,
"蘑菇精 ",5062,4,0,5056,0,
"巨熊 ",5063,4,0,5043,0,
"金龟(BOSS)",5064,5,0,5041,0,
"金龟(后期怪物)",5065,4,0,5041,0,
"绿叶精 ",5066,4,0,5054,0,
"枯木兽 ",5067,4,0,5051,0,
"雪狐精(敌)",5068,5,0,5062,0,
"雪狐精(我)",5069,5,0,5062,0,
"狼王精(敌)",5070,5,0,5052,0,
"狼王精(我)",5071,5,0,5052,0,
"狮子精(BOSS)",5072,5,0,5060,0,
"狮子精(我)",5073,5,0,5060,0,
"四星瓢虫 ",5074,4,0,5046,0,
"瓢虫头领(BOSS)",5075,5,0,5046,0,
"七星女王(BOSS)",5076,5,0,5058,0,
"饿豹(BOSS)",5077,5,0,5039,0,
"饿豹",5078,4,0,5039,0,
"红叶精 ",5079,4,0,5050,0,
"冤魂(BOSS)",5080,5,0,5080,0,
"冤魂 ",5081,4,0,5080,0,
"有来 ",5082,4,0,5065,0,
"有来(BOSS)",5083,5,0,5065,0,
"无去 ",5084,4,0,5061,0,
"无去(BOSS)",5085,5,0,5061,0,
"寻山妖 ",5086,4,0,5063,0,
"游山妖 ",5087,4,0,5066,0,
"巨鹰(BOSS)",5088,5,0,5044,0,
"巨鹰(后期怪物)",5089,4,0,5044,0,
"岩石精 ",5090,4,0,5064,0,
"尘土怪 ",5091,4,0,5048,0,
"荆棘龟 ",5092,4,0,5040,0,
"巨剪蟹 ",5093,4,0,5042,0,
"大章鱼(BOSS)",5094,5,0,5038,0,
"大章鱼 ",5095,4,0,5038,0,
"鲤鱼精 ",5096,4,0,5053,0,
"珊瑚妖 ",5097,4,0,5059,0,
"饿鬼(任务)",5098,4,0,5026,0,
"野鬼(任务)",5099,4,0,5030,0,
"小恶灵(任务)",5100,4,0,5027,0,
"恶灵(任务)",5101,4,0,5027,0,
"冰儿",5102,4,0,5059,0,
"妖魔姥姥",5103,4,0,5115,0,
"地狱小鬼",5104,4,0,5059,0,
"前任山寨王",5105,4,0,5072,0,
"庄稼小野猪",5106,4,0,5007,0,
"黑风妖怪",5107,4,0,5059,0,
"持锅妖怪2层",5108,4,0,5024,0,
"雨师",5109,5,0,5088,0,
"河神",5110,5,0,5081,0,
"湖仙",5111,5,0,5082,0,
"太乙真人",5112,5,0,5085,0,
"牛头",5113,5,0,5057,0,
"马面",5114,5,0,5055,0,
"土地公公",5115,5,0,5086,0,
"瘟神",5116,5,0,5034,0,
"秦叔宝",5117,5,0,5033,0,
"尉迟恭",5118,5,0,5035,0,
"仙鹤童子",5119,5,0,5087,0,
"黑无偿",5120,5,0,5079,0,
"白无偿",5121,5,0,5078,0,
"战斗哪吒",5122,5,0,5083,0,
"战斗哪吒(我)",5123,5,0,5083,0,
"黑风妖怪",5124,5,0,5001,0,
"恶灵",5125,5,0,5080,0,
"僵尸",5126,5,0,5001,0,
"李巡捕",5127,5,0,5009,0,
"蒙面强盗",5128,5,0,5067,0,
"怨灵王(BOSS)",5129,5,0,5001,0,
"土匪头领 ",5130,5,0,5074,0,
"土匪头领 ",5131,5,0,5074,0,
"猪的鬼魂",5132,5,0,5027,0,
"劫狱土匪",5133,5,0,5027,0,
"赤尾蝎子",5134,4,0,5092,0,
"海星妖",5135,4,0,5093,0,
"海藻怪",5136,4,0,5094,0,
"黄泥怪",5137,4,0,5097,0,
"巨尾蝎",5138,4,0,5100,0,
"蜈蚣精",5139,4,0,5105,0,
"小蝙蝠",5140,4,0,5107,0,
"吸血虫",5141,4,0,5108,0,
"第三只手",5142,4,0,5111,0,
"针刺怪",5143,4,0,5109,0,
"白象精",5144,4,0,5091,0,
"黑风妖怪",5145,4,0,5095,0,
"黄沙精",5146,4,0,5098,0,
"甲虫王",5147,4,0,5099,0,
"猫妖",5148,4,0,5101,0,
"天牛大王",5149,4,0,5102,0,
"仙人掌精",5150,4,0,5106,0,
"地支神子",5151,4,0,5113,0,
"妖魔姥姥",5152,4,0,5115,0,
"沉香",5153,4,0,5117,0,
"二郎神",5154,4,0,5118,0,
"天牛怪",5155,4,0,5103,0,
"霹雳大仙",5156,4,0,5120,0,
"二层地狱武官",5157,4,0,5122,0,
"黑风强盗",5158,4,0,5067, 0 

