goldcool, 128, 13 
35,2,5079,5074,0,0,14,"M红叶精四星瓢虫",3,105,28,32,29,
36,3,5003,5009,0,0,16,"M野猪幼豹",0,1,12,15,1,
37,3,5018,5019,0,0,16,"M黑风山贼驯兽师",4,118,20,23,30,
38,3,5018,5019,0,0,12,"L黑风山贼驯兽师",2,118,20,23,30,
39,3,5018,5019,0,0,16,"M黑风山贼驯兽师",4,119,22,25,30,
40,3,5018,5019,0,0,12,"L黑风山贼驯兽师",2,119,22,25,30,
41,3,5041,5187,0,0,18,"S毒蜘蛛黑蜘蛛",3,107,25,29,17,
42,3,5041,5187,0,0,16,"M毒蜘蛛黑蜘蛛",3,107,25,29,17,
43,2,5086,5087,0,0,18,"M寻山妖游山妖",3,127,30,34,19,
44,2,5026,5025,0,0,20,"S土匪强盗",0,1,16,19,1,
45,3,5086,5087,0,0,16,"M寻山妖游山妖",3,127,30,34,19,
46,3,5090,5091,0,0,16,"S尘土精岩石精",2,125,32,36,22,
47,3,5090,5091,0,0,16,"M尘土精岩石精",2,125,32,36,22,
48,3,5158,5063,0,0,16,"M黑风寻山人巨熊",0,1,22,26,6,
49,3,5158,5019,0,0,16,"M黑风寻洞人训兽师(牛30,黑风头领)",0,1,22,24,6,
50,3,5158,5063,5019,0,16,"M黑风寻洞人巨熊训兽师",0,1,32,35,6,
51,3,5021,5158,5019,0,16,"M黑风山贼训兽师(黑风头领)",0,1,32,35,6,
52,3,5063,5107,0,0,16,"M巨熊黑风妖怪",0,1,32,35,6,
53,3,5158,5063,5019,0,14,"L黑风山贼巨熊训兽师",0,1,22,26,6,
54,3,5235,5234,0,0,20,"L小蝙蝠天牛兵",3,144,54,57,7,
55,2,5189,5190,0,0,18,"S魂精鬼精",3,117,26,30,8,
56,3,5189,5190,0,0,16,"M孤魂野鬼",3,117,26,30,8,
57,2,5015,5016,0,0,18,"M孤魂野鬼",3,109,12,17,9,
58,3,5015,5016,0,0,16,"M孤魂野鬼",3,109,12,17,9,
59,3,5235,5234,0,0,20,"L小蝙蝠天牛兵",3,144,56,60,10,
60,3,5096,5093,0,0,16,"M鲤鱼精巨剪蟹",3,130,30,34,35,
61,2,5158,5019,5063,0,16,"M黑风寻山人巨熊驯",4,108,21,25,11,
62,3,5086,5087,0,0,16,"M巨熊强盗驯",0,1,23,26,1,
63,2,5158,5019,5063,0,16,"M黑风寻山人巨熊驯",4,108,21,25,11,
64,2,5091,5090,0,0,18,"S尘土精岩石精",3,125,30,34,21,
65,3,5091,5090,0,0,16,"M尘土精岩石精",3,125,30,34,21,
66,2,5188,5211,0,0,18,"S邪蘑菇蜘蛛精",3,126,33,37,23,
67,3,5188,5211,0,0,16,"M邪蘑菇蜘蛛精",3,126,33,37,23,
68,3,5062,5067,0,0,16,"M蘑菇精枯木兽",3,104,22,26,31,
69,3,5062,5067,0,0,16,"M蘑菇精枯木兽",3,104,22,26,31,
70,3,5096,5093,5092,0,16,"M鲤鱼精巨剪蟹荆棘龟",2,122,35,39,32,
71,3,5092,5097,5093,0,16,"M荆棘龟珊瑚妖巨剪蟹",2,122,35,39,32,
72,3,5097,5093,5092,0,16,"M珊瑚妖巨剪蟹荆棘龟",2,122,37,40,32,
73,3,5092,5097,5093,0,16,"M荆棘龟珊瑚妖巨剪蟹",2,122,37,40,32,
74,3,5197,5097,5198,5199,14,"L鲤鱼守卫珊瑚妖硬甲龟铁钳蟹",0,1,39,40,1,
75,2,5035,5036,0,0,20,"S青虫壁虎",4,106,8,12,3,
76,3,5035,5036,0,0,16,"M青虫壁虎",4,106,8,12,3,
77,3,5235,5234,0,0,20,"L小蝙蝠天牛兵",3,145,58,63,10,
78,3,5206,5078,0,0,16,"S毒蜻蜓饿豹",4,129,28,32,18,
79,3,5206,5078,0,0,16,"M毒蜻蜓饿豹",4,129,28,32,18,
80,3,5097,5093,5298,0,16,"M珊瑚妖巨剪蟹巨棘龟",0,1,46,50,32,
81,3,5298,5097,5093,0,16,"M巨棘龟珊瑚妖巨剪蟹",0,1,46,50,32,
82,2,5026,5215,0,0,18,"M土匪贼手",100,114,14,18,9,
83,3,5236,5237,0,0,16,"S碰碰猪猎豹",3,138,47,51,34,
84,3,5236,5237,0,0,16,"M碰碰猪猎豹",3,138,47,51,34,
85,3,5092,5096,5093,0,16,"M荆棘龟鲤鱼精巨剪蟹",3,130,30,34,35,
86,3,5079,5074,0,0,14,"M红叶精四星瓢虫",0,1,47,51,33,
87,3,5079,5074,0,0,14,"M红叶精四星瓢虫",0,1,42,45,1,
88,3,5248,5249,0,0,16,"M豺狼鬼手",0,1,66,69,1,
89,3,5165,5201,0,0,16,"M恶匪邪鬼",3,124,40,44,13,
90,3,5246,5247,0,0,16,"L独眼兽鬼叶精",0,1,72,75,40,
91,3,5234,5167,0,0,16,"M天牛兵邪木兽",3,140,50,54,38,
92,3,5234,5167,0,0,16,"M天牛兵邪木兽",3,140,50,54,38,
93,3,5238,5239,0,0,16,"S针针虫毒壁虎",3,135,47,51,33,
94,3,5238,5239,0,0,16,"M针针虫毒壁虎",3,135,47,51,33,
95,3,5241,5242,0,0,16,"M心魔巨兽",3,141,53,56,36,
96,3,5241,5242,0,0,16,"M心魔巨兽",3,142,54,57,36,
97,3,5096,5093,5092,0,16,"M鲤鱼精巨剪蟹荆棘龟",3,130,30,34,35,
98,3,5243,5241,0,0,16,"M僵尸娃娃心魔",3,143,60,64,36,
99,3,5018,5019,0,0,16,"M黑风山贼训兽师(狗30)",0,1,25,28,1,
100,3,5240,5066,0,0,16,"M蝗虫精绿叶精",3,136,50,54,28,
101,3,5240,5066,0,0,16,"M蝗虫精绿叶精",3,136,50,54,28,
102,3,5248,5249,0,0,16,"M豺狼黄泥怪",0,1,76,79,40,
103,3,5038,5034,5037,0,16,"M树精草精花妖",4,113,31,35,5,
104,2,5263,5264,0,0,20,"M雪狼冰魔",0,1,92,96,44,
105,3,5086,5087,0,0,16,"M寻山妖游山妖",4,127,30,34,19,
106,3,5066,5067,0,0,20,"M绿叶精枯木兽",4,128,32,35,20,
107,3,5188,5211,0,0,20,"M邪蘑菇蜘蛛精",4,126,33,37,1,
108,3,5090,5091,0,0,16,"M尘土精岩石精",4,125,30,34,21,
109,3,5090,5091,0,0,16,"M尘土精岩石精",4,125,32,36,22,
110,3,5244,5202,0,0,16,"M鬼火死尸",3,146,63,67,37,
111,3,5244,5202,0,0,16,"M鬼火死尸",3,146,64,68,37,
112,2,5001,5002,0,0,16,"S甲虫蜻蜓野猪",6,120,1,4,1,
113,3,5250,5251,5252,5253,16,"M巨尾蝎沙虫火焰",0,1,78,83,41,
114,3,5251,5252,5253,5250,16,"M沙虫火焰赤尾蝎",0,1,78,83,41,
115,3,5257,5258,0,0,16,"M幽幽草花岩精",0,1,82,85,46,
116,3,5257,5258,0,0,16,"M幽幽草花岩精",0,1,82,85,46,
117,3,5259,5249,0,0,16,"M白骨兵黄泥怪",0,1,88,92,43,
118,3,5254,5256,0,0,16,"M蜈蚣精吸血蝙蝠",0,1,84,87,42,
119,3,5254,5256,0,0,16,"M蜈蚣精吸血蝙蝠",0,1,85,88,42,
120,3,5255,5253,5250,0,16,"M针针妖赤尾蝎巨尾蝎",0,1,82,86,46,
121,3,5261,5262,0,0,16,"M鹰蜥蜴精",0,1,90,94,46,
122,3,5265,5266,0,0,16,"M鬼树精鬼花妖",0,1,89,93,46,
123,3,5267,5268,0,0,16,"M夜叉王鬼刀王",100,133,90,93,45,
124,3,5244,5202,0,0,16,"鬼火死尸",100,150,64,67,39,
125,3,5244,5202,0,0,16,"鬼火死尸",100,5143,64,67,39,
126,3,5002,0,0,0,16,"副本怪",100,5155,74,77,46,
127,3,5002,0,0,0,16,"副本怪",100,5156,84,87,46,
8888,3,5001,0,0,0,8888,"任务100%跑",100,0,1,100, 1 

