goldcool, 182,8,
25102,20,200,25291,623,4000,0,0,
25103,20,200,25292,624,4000,0,0,
25104,20,200,25293,625,4000,0,0,
616,20,200,25289,621,4000,0,0,
617,20,200,25290,622,4000,0,0,
618,20,200,25291,623,4000,0,0,
619,20,200,25292,624,4000,0,0,
620,20,200,25293,625,4000,0,0,
25178,20,200,25040,631,4000,0,0,
25179,20,200,25041,632,4000,0,0,
25180,20,200,25042,633,4000,0,0,
25181,20,200,25043,634,4000,0,0,
25182,20,200,25044,635,4000,0,0,
626,20,200,25040,631,4000,0,0,
627,20,200,25041,632,4000,0,0,
628,20,200,25042,633,4000,0,0,
629,20,200,25043,634,4000,0,0,
630,20,200,25044,635,4000,0,0,
4000,100,178,4000,4000,100000,0,0,
4001,100,178,4001,4001,100000,0,0,
4002,100,178,4002,4002,100000,0,0,
4003,100,178,4003,4003,100000,0,0,
4004,100,178,4004,4004,100000,0,0,
4005,100,178,4005,4005,100000,0,0,
4006,100,178,4006,4006,100000,0,0,
4007,100,178,4007,4007,100000,0,0,
4008,100,178,4008,4008,100000,0,0,
4009,100,178,4009,4009,100000,0,0,
4010,100,178,4010,4010,100000,0,0,
4011,100,178,4011,4011,100000,0,0,
4012,100,178,4012,4012,100000,0,0,
4013,100,178,4013,4013,100000,0,0,
4014,100,178,4014,4014,100000,0,0,
4015,100,178,4015,4015,100000,0,0,
4016,100,178,4016,4016,100000,0,0,
4017,100,178,4017,4017,100000,0,0,
4018,100,178,4018,4018,100000,0,0,
4019,100,178,4019,4019,100000,0,0,
4020,100,178,4020,4020,100000,0,0,
4021,100,178,4021,4021,100000,0,0,
4022,100,178,4022,4022,100000,0,0,
4023,100,178,4023,4023,100000,0,0,
4024,100,178,4024,4024,100000,0,0,
4025,100,178,4025,4025,100000,0,0,
4026,100,178,4026,4026,100000,0,0,
4027,100,178,4027,4027,100000,0,0,
4028,100,178,4028,4028,100000,0,0,
4029,100,178,4029,4029,100000,0,0,
4030,100,178,4030,4030,100000,0,0,
4031,100,178,4031,4031,100000,0,0,
4032,100,178,4032,4032,100000,0,0,
4033,100,178,4033,4033,100000,0,0,
4034,100,178,4034,4034,100000,0,0,
4035,100,178,4035,4035,100000,0,0,
4036,100,178,4036,4036,100000,0,0,
4037,100,178,4037,4037,100000,0,0,
4038,100,178,4038,4038,100000,0,0,
4039,100,178,4039,4039,100000,0,0,
4040,100,178,4040,4040,100000,0,0,
4041,100,178,4041,4041,100000,0,0,
4042,100,178,4042,4042,100000,0,0,
4043,100,178,4043,4043,100000,0,0,
4044,100,178,4044,4044,100000,0,0,
4045,100,178,4045,4045,100000,0,0,
4046,100,178,4046,4046,100000,0,0,
4047,100,178,4047,4047,100000,0,0,
4048,100,178,4048,4048,100000,0,0,
4049,100,178,4049,4049,100000,0,0,
4050,100,178,4050,4050,100000,0,0,
4051,100,178,4051,4051,100000,0,0,
4052,100,178,4052,4052,100000,0,0,
4053,100,178,4053,4053,100000,0,0,
4054,100,178,4054,4054,100000,0,0,
4055,100,178,4055,4055,100000,0,0,
4056,100,178,4056,4056,100000,0,0,
4057,100,178,4057,4057,100000,0,0,
4058,100,178,4058,4058,100000,0,0,
4059,100,178,4059,4059,100000,0,0,
4060,100,178,4060,4060,100000,0,0,
4061,100,178,4061,4061,100000,0,0,
4062,100,178,4062,4062,100000,0,0,
4063,100,178,4063,4063,100000,0,0,
4064,100,178,4064,4064,100000,0,0,
4065,100,178,4065,4065,100000,0,0,
4066,100,178,4066,4066,100000,0,0,
4067,100,178,4067,4067,100000,0,0,
4068,100,178,4068,4068,100000,0,0,
4069,100,178,4069,4069,100000,0,0,
4070,100,178,4070,4070,100000,0,0,
4071,100,178,4071,4071,100000,0, 0 

