goldcool, 110, 26 
10083,40,113,6,12,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"Meditative",17,"Attack Priority + %d ",0,
10084,50,113,9,14,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"Wise",17,"Attack Priority + %d ",0,
10085,60,113,10,16,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"Miraculous",17,"Attack Priority + %d ",0,
10086,70,113,11,18,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"Buddhist",17,"Attack Priority + %d ",0,
10087,80,113,12,20,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"Taoist",17,"Attack Priority + %d ",0,
10088,90,113,13,22,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"Idyllic",17,"Attack Priority + %d ",0,
10089,100,113,14,24,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"Celestial",17,"Attack Priority + %d ",0,
10090,10,114,-1,-2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,"Inspirational",60,"MP Cost %d% ",0,
10091,20,114,-1,-3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,"Redemptive",60,"MP Cost %d% ",0,
10092,30,114,-1,-4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,"Apollo",60,"MP Cost %d% ",0,
10093,40,114,-2,-5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,"Meditative",60,"MP Cost %d% ",0,
10094,50,114,-2,-6,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,"Wise",60,"MP Cost %d% ",0,
10095,60,114,-2,-6,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,"Miraculous",60,"MP Cost %d% ",0,
10096,70,114,-3,-6,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,"Buddhist",60,"MP Cost %d% ",0,
10097,80,114,-3,-7,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,"Taoist",60,"MP Cost %d% ",0,
10098,90,114,-3,-7,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,"Idyllic",60,"MP Cost %d% ",0,
10099,100,114,-4,-8,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,"Celestial",60,"MP Cost %d% ",0,
10100,10,110,1,36,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,1,1,"Full Metal",8,"DEF + %d ",0,
10101,20,110,1,60,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,1,1,"Musing",8,"DEF + %d ",0,
10102,30,110,1,88,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,1,1,"Guardian",8,"DEF + %d ",0,
10103,40,110,18,114,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,1,1,"Goddess",8,"DEF + %d ",0,
10104,50,110,30,140,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,1,1,"Benevolent",8,"DEF + %d ",0,
10105,60,110,44,170,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,1,1,"Bright",8,"DEF + %d ",0,
10106,70,110,57,200,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,1,1,"Lamaist",8,"DEF + %d ",0,
10107,80,110,70,220,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,1,1,"Auspicious",8,"DEF + %d ",0,
10108,90,110,85,250,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,1,1,"Grand",8,"DEF + %d ",0,
10109,100,110,100,280,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,1,1,"Generous",8,"DEF + %d ",0,
10110,30,301,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Embeddable",0,"Dragon Embeddable",2,
10111,30,301,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Embeddable",0,"Gloom Embeddable",3,
10112,30,301,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Embeddable",0,"Faith Embeddable",4,
10113,30,301,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Embeddable",0,"Death Embeddable",5,
10114,30,301,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Embeddable",0,"Eternity Embeddable",6,
10115,30,301,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Embeddable",0,"Honor Embeddable",7,
10116,10,111,1,36,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,1,1,"Carmenta",10,"MDEF + %d ",0,
10117,20,111,1,60,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,1,1,"Fauna",10,"MDEF + %d ",0,
10118,30,111,1,88,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,1,1,"Diana",10,"MDEF + %d ",0,
10119,40,111,18,114,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,1,1,"Flora",10,"MDEF + %d ",0,
10120,50,111,30,140,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,1,1,"Fortuna",10,"MDEF + %d ",0,
10121,60,111,44,170,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,1,1,"Vulcan",10,"MDEF + %d ",0,
10122,70,111,57,200,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,1,1,"Fortuna",10,"MDEF + %d ",0,
10123,80,111,70,220,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,1,1,"Apollo",10,"MDEF + %d ",0,
10124,90,111,85,250,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,1,1,"Juno",10,"MDEF + %d ",0,
10125,100,111,100,280,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,1,1,"Jupiter",10,"MDEF + %d ",0,
10126,10,888,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Metallic",70,"Adds Metallic Damage",0,
10127,10,888,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Aqueous",71,"Adds Aqueous Damage",0,
10128,10,888,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Wooden",72,"Adds Wooden Damage",0,
10129,10,888,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Lgneous",73,"Adds Lgneous Damage", 0 

